line,symbol,entry_date,exit_date,ret,cash_before,cash_after,exit_reason,line_eval,variant
C,515210,2021-01-05,2021-03-04,0.2447665056360708,10000.0,12447.665056360709,original,C,baseline
C,159902,2021-03-05,2021-05-06,-0.0593521421107627,12447.665056360709,11708.869470988413,original,C,baseline
C,512880,2021-05-07,2021-07-05,0.0407149950347569,11708.869470988413,12185.596033362324,original,C,baseline
C,159930,2021-07-06,2021-08-31,0.2010309278350515,12185.596033362324,14635.277710172275,original,C,baseline
C,512880,2021-09-01,2021-11-05,-0.0658119658119658,14635.277710172275,13672.101313861793,original,C,baseline
C,516970,2021-11-08,2022-01-04,0.1094890510948904,13672.101313861793,15169.046713189726,original,C,baseline
C,159813,2022-01-05,2022-03-09,-0.0868232890704799,15169.046713189726,13852.020185486841,original,C,baseline
C,512950,2022-03-10,2022-05-12,-0.0866721177432543,13852.020185486841,12651.43626098839,original,C,baseline
C,159811,2022-05-13,2022-07-11,0.0724137931034483,12651.43626098839,13567.574748853067,original,C,baseline
C,159930,2022-07-12,2022-09-06,0.1987179487179486,13567.574748853067,16263.695372022587,original,C,baseline
C,159813,2022-09-07,2022-11-10,-0.1192052980132448,16263.695372022587,14324.976718404005,original,C,baseline
C,512660,2022-11-11,2023-01-09,-0.0695876288659793,14324.976718404005,13328.135555009912,original,C,baseline
C,159825,2023-01-10,2023-03-14,0.0150637311703361,13328.135555009912,13528.90700601238,original,C,baseline
C,516750,2023-03-15,2023-05-16,-0.1162280701754385,13528.90700601238,11956.46825312059,original,C,baseline
C,512950,2023-05-17,2023-07-14,0.0328125000000001,11956.46825312059,12348.789867676112,original,C,baseline
C,515170,2023-07-17,2023-09-11,0.0174418604651163,12348.789867676112,12564.17573746116,original,C,baseline
C,515790,2023-09-12,2023-11-15,-0.0577864838393731,12564.17573746116,11838.136199253317,original,C,baseline
C,515790,2023-11-16,2024-01-12,-0.055793991416309,11838.136199253317,11177.63932976708,original,C,baseline
C,512950,2024-01-15,2024-03-19,0.104888888888889,11177.63932976708,12350.049499467095,original,C,baseline
C,515790,2024-03-20,2024-05-22,-0.0653889515219843,12350.049499467095,11542.492711452334,original,C,baseline
C,515790,2024-05-23,2024-07-19,-0.1425030978934326,11542.492711452334,9897.65174265801,original,C,baseline
C,515790,2024-07-22,2024-09-18,-0.0780346820809247,9897.65174265801,9125.291635571983,original,C,baseline
C,515170,2024-09-19,2024-11-21,0.2836134453781513,9125.291635571983,11713.347036416979,original,C,baseline
C,512950,2024-11-22,2025-01-20,-0.0232035928143713,11713.347036416979,11441.555301290537,original,C,baseline
C,512950,2025-01-21,2025-03-26,0.0153609831029186,11441.555301290537,11617.30883894477,original,C,baseline
C,159902,2025-03-27,2025-05-28,-0.0607623961020349,11617.30883894477,10911.413317633136,original,C,baseline
C,510880,2025-05-29,2025-07-25,0.0595238095238095,10911.413317633136,11560.90220558749,original,C,baseline
C,159768,2025-07-28,2025-09-22,0.0511945392491468,11560.90220558749,12152.757267306988,original,C,baseline
C,515210,2025-09-23,2025-11-26,0.0647534952170714,12152.757267306988,12939.690776889782,original,C,baseline
C,512950,2025-11-27,2026-01-26,0.1033262561924981,12939.690776889782,14276.7005811544,original,C,baseline
C,515170,2026-01-27,2026-04-01,-0.0113421550094517,14276.7005811544,14114.772030139418,original,C,baseline
C,159930,2026-04-02,2026-06-03,0.0223495702005729,14114.772030139418,14430.231118492102,original,C,baseline
C,512660,2026-06-04,2026-07-31,-0.1447574334898279,14430.231118492102,12341.347897114138,original,C,baseline
C,515210,2021-01-05,2021-02-22,0.1376811594202898,10000.0,11376.811594202898,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,512660,2021-02-23,2021-03-08,-0.09754028837998308,11376.811594202898,10267.114110459612,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512660,2021-03-09,2021-05-10,-0.0316831683168317,10267.114110459612,9941.819405969802,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159902,2021-05-11,2021-06-25,0.10520336287207455,9941.819405969802,10987.732240544676,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,515210,2021-06-28,2021-07-16,0.10140306122448983,10987.732240544676,12101.921925650928,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,512880,2021-07-19,2021-09-02,0.10687732342007439,12101.921925650928,13395.34294930321,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,159902,2021-09-03,2021-11-09,0.0571366968520914,13395.34294930321,14160.708598627349,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,516970,2021-11-10,2021-12-16,0.1032608695652173,14160.708598627349,15622.955682181258,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,512400,2021-12-17,2022-01-07,-0.08501440922190195,15622.955682181258,14294.779334560662,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512660,2022-01-10,2022-01-27,-0.0975056689342404,14294.779334560662,12900.95731327697,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512950,2022-01-28,2022-03-15,-0.09855769230769229,12900.95731327697,11629.468731920346,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512400,2022-03-16,2022-04-21,-0.09433962264150941,11629.468731920346,10532.349040229747,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,516750,2022-04-22,2022-06-23,0.0692549842602308,10532.349040229747,11261.766707234116,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,512880,2022-06-24,2022-07-15,-0.08478038815117461,11261.766707234116,10306.989754526832,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512950,2022-07-18,2022-09-13,-0.0203915171288743,10306.989754526832,10096.814596400267,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159813,2022-09-14,2022-09-21,-0.081989247311828,10096.814596400267,9268.98436739433,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,159813,2022-09-22,2022-10-10,-0.1047197640117995,9268.98436739433,8298.338511811737,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,516970,2022-10-11,2022-11-29,0.125121241513094,8298.338511811737,9336.636928905542,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,512880,2022-11-30,2023-02-02,0.0749440715883669,9336.636928905542,10036.362515300028,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159825,2023-02-03,2023-03-31,-0.044296788482835,10036.362515300028,9591.783887822729,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,516970,2023-04-03,2023-04-17,0.10901639344262293,9591.783887822729,10637.445573954223,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,515790,2023-04-18,2023-04-25,-0.09260642270351005,10637.445573954223,9652.349792647035,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,515210,2023-04-26,2023-06-28,-0.0358255451713396,9652.349792647035,9306.549099140988,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515790,2023-06-29,2023-08-15,-0.10398050365556466,9306.549099140988,8338.849436517066,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512660,2023-08-16,2023-10-19,-0.064039408866995,8338.849436517066,7804.834447971639,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,512950,2023-10-20,2023-12-15,-0.0193929173693084,7804.834447971639,7653.475938440994,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2023-12-18,2024-02-21,0.0321489001692048,7653.475938440994,7899.526772333344,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2024-02-22,2024-04-22,0.0,7899.526772333344,7899.526772333344,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515790,2024-04-23,2024-06-24,-0.0926640926640927,7899.526772333344,7167.524291499366,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,159666,2024-06-25,2024-08-20,-0.0066592674805771,7167.524291499366,7119.793830068737,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2024-08-21,2024-09-13,-0.08576998050682272,7119.793830068737,6509.129252051145,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2024-09-18,2024-09-26,0.20474137931034497,6509.129252051145,7841.81735322541,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2024-09-27,2024-09-30,0.10081300813008132,7841.81735322541,8632.374549810736,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,159825,2024-10-08,2024-10-09,-0.08855585831062662,8632.374549810736,7867.927212293437,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,159825,2024-10-10,2024-12-05,0.002932551319648,7867.927212293437,7891.000312622743,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159755,2024-12-06,2025-01-02,-0.09482758620689646,7891.000312622743,7142.715800218863,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,516750,2025-01-03,2025-03-10,0.0528846153846154,7142.715800218863,7520.455578115053,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159611,2025-03-11,2025-05-12,0.0543478260869565,7520.455578115053,7929.175989969132,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159768,2025-05-13,2025-07-09,0.0018726591760298,7929.175989969132,7944.024634145104,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2025-07-10,2025-09-04,0.0584070796460176,7944.024634145104,8408.011913661543,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,516750,2025-09-05,2025-11-10,0.0487106017191978,8408.011913661543,8817.57123323818,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,159992,2025-11-11,2026-01-08,-0.01010101010101,8817.57123323818,8728.504857144868,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,515170,2026-01-09,2026-03-16,-0.03770197486535,8728.504857144868,8399.422986408706,original,C,tp0.1_sl-0.08_trNone_ts0.1
C,512660,2026-03-17,2026-03-23,-0.08502906976744184,8399.422986408706,7685.227863291106,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,512950,2026-03-24,2026-05-13,0.10289172831203741,7685.227863291106,8475.974240616953,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,159930,2026-05-14,2026-06-24,-0.0804529201430274,8475.974240616953,7794.057361902241,sl-0.08,C,tp0.1_sl-0.08_trNone_ts0.1
C,159930,2026-06-25,2026-07-22,0.10620052770448551,7794.057361902241,8621.79036669529,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,512980,2026-07-24,2026-07-31,0.1440107671601616,8621.79036669529,9863.42101169717,tp0.1,C,tp0.1_sl-0.08_trNone_ts0.1
C,515210,2021-01-05,2021-02-22,0.1376811594202898,10000.0,11376.811594202898,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512660,2021-02-23,2021-03-08,-0.09754028837998308,11376.811594202898,10267.114110459612,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512660,2021-03-09,2021-05-10,-0.0316831683168317,10267.114110459612,9941.819405969802,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159902,2021-05-11,2021-06-25,0.10520336287207455,9941.819405969802,10987.732240544676,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515210,2021-06-28,2021-07-16,0.10140306122448983,10987.732240544676,12101.921925650928,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512880,2021-07-19,2021-09-02,0.10687732342007439,12101.921925650928,13395.34294930321,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159902,2021-09-03,2021-11-09,0.0571366968520914,13395.34294930321,14160.708598627349,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,516970,2021-11-10,2021-12-16,0.1032608695652173,14160.708598627349,15622.955682181258,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512400,2021-12-17,2022-01-07,-0.08501440922190195,15622.955682181258,14294.779334560662,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512660,2022-01-10,2022-01-27,-0.0975056689342404,14294.779334560662,12900.95731327697,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512950,2022-01-28,2022-03-15,-0.09855769230769229,12900.95731327697,11629.468731920346,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512400,2022-03-16,2022-04-21,-0.09433962264150941,11629.468731920346,10532.349040229747,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,516750,2022-04-22,2022-06-23,0.0692549842602308,10532.349040229747,11261.766707234116,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512880,2022-06-24,2022-07-15,-0.08478038815117461,11261.766707234116,10306.989754526832,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512950,2022-07-18,2022-09-13,-0.0203915171288743,10306.989754526832,10096.814596400267,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159813,2022-09-14,2022-09-21,-0.081989247311828,10096.814596400267,9268.98436739433,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159813,2022-09-22,2022-10-10,-0.1047197640117995,9268.98436739433,8298.338511811737,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,516970,2022-10-11,2022-11-29,0.125121241513094,8298.338511811737,9336.636928905542,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512880,2022-11-30,2023-02-02,0.0749440715883669,9336.636928905542,10036.362515300028,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159825,2023-02-03,2023-03-31,-0.044296788482835,10036.362515300028,9591.783887822729,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,516970,2023-04-03,2023-04-17,0.10901639344262293,9591.783887822729,10637.445573954223,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515790,2023-04-18,2023-04-25,-0.09260642270351005,10637.445573954223,9652.349792647035,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515210,2023-04-26,2023-06-28,-0.0358255451713396,9652.349792647035,9306.549099140988,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515790,2023-06-29,2023-08-15,-0.10398050365556466,9306.549099140988,8338.849436517066,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512660,2023-08-16,2023-10-19,-0.064039408866995,8338.849436517066,7804.834447971639,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512950,2023-10-20,2023-12-15,-0.0193929173693084,7804.834447971639,7653.475938440994,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2023-12-18,2024-02-21,0.0321489001692048,7653.475938440994,7899.526772333344,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2024-02-22,2024-04-22,0.0,7899.526772333344,7899.526772333344,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515790,2024-04-23,2024-06-24,-0.0926640926640927,7899.526772333344,7167.524291499366,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159666,2024-06-25,2024-08-20,-0.0066592674805771,7167.524291499366,7119.793830068737,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2024-08-21,2024-09-13,-0.08576998050682272,7119.793830068737,6509.129252051145,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2024-09-18,2024-09-26,0.20474137931034497,6509.129252051145,7841.81735322541,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2024-09-27,2024-09-30,0.10081300813008132,7841.81735322541,8632.374549810736,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159825,2024-10-08,2024-10-09,-0.08855585831062662,8632.374549810736,7867.927212293437,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159825,2024-10-10,2024-12-05,0.002932551319648,7867.927212293437,7891.000312622743,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159755,2024-12-06,2025-01-02,-0.09482758620689646,7891.000312622743,7142.715800218863,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,516750,2025-01-03,2025-03-10,0.0528846153846154,7142.715800218863,7520.455578115053,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159611,2025-03-11,2025-05-12,0.0543478260869565,7520.455578115053,7929.175989969132,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159768,2025-05-13,2025-07-09,0.0018726591760298,7929.175989969132,7944.024634145104,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2025-07-10,2025-09-04,0.0584070796460176,7944.024634145104,8408.011913661543,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,516750,2025-09-05,2025-11-10,0.0487106017191978,8408.011913661543,8817.57123323818,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159992,2025-11-11,2026-01-08,-0.01010101010101,8817.57123323818,8728.504857144868,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515170,2026-01-09,2026-03-16,-0.03770197486535,8728.504857144868,8399.422986408706,original,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512660,2026-03-17,2026-03-23,-0.08502906976744184,8399.422986408706,7685.227863291106,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512950,2026-03-24,2026-05-13,0.10289172831203741,7685.227863291106,8475.974240616953,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159930,2026-05-14,2026-06-24,-0.0804529201430274,8475.974240616953,7794.057361902241,sl-0.08,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,159930,2026-06-25,2026-07-22,0.10620052770448551,7794.057361902241,8621.79036669529,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,512980,2026-07-24,2026-07-31,0.1440107671601616,8621.79036669529,9863.42101169717,tp0.1,C,tp0.1_sl-0.08_tr0.06_ts0.1
C,515210,2021-01-05,2021-02-22,0.1376811594202898,10000.0,11376.811594202898,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512660,2021-02-23,2021-03-08,-0.09754028837998308,11376.811594202898,10267.114110459612,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512660,2021-03-09,2021-05-10,-0.0316831683168317,10267.114110459612,9941.819405969802,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159902,2021-05-11,2021-06-25,0.10520336287207455,9941.819405969802,10987.732240544676,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515210,2021-06-28,2021-07-16,0.10140306122448983,10987.732240544676,12101.921925650928,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512880,2021-07-19,2021-09-02,0.10687732342007439,12101.921925650928,13395.34294930321,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159902,2021-09-03,2021-11-09,0.0571366968520914,13395.34294930321,14160.708598627349,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,516970,2021-11-10,2021-12-16,0.1032608695652173,14160.708598627349,15622.955682181258,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512400,2021-12-17,2022-01-07,-0.08501440922190195,15622.955682181258,14294.779334560662,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512660,2022-01-10,2022-01-27,-0.0975056689342404,14294.779334560662,12900.95731327697,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512950,2022-01-28,2022-03-15,-0.09855769230769229,12900.95731327697,11629.468731920346,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512400,2022-03-16,2022-04-21,-0.09433962264150941,11629.468731920346,10532.349040229747,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,516750,2022-04-22,2022-06-23,0.0692549842602308,10532.349040229747,11261.766707234116,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512880,2022-06-24,2022-07-15,-0.08478038815117461,11261.766707234116,10306.989754526832,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512950,2022-07-18,2022-09-13,-0.0203915171288743,10306.989754526832,10096.814596400267,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159813,2022-09-14,2022-09-21,-0.081989247311828,10096.814596400267,9268.98436739433,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159813,2022-09-22,2022-10-10,-0.1047197640117995,9268.98436739433,8298.338511811737,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,516970,2022-10-11,2022-11-29,0.125121241513094,8298.338511811737,9336.636928905542,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512880,2022-11-30,2023-02-02,0.0749440715883669,9336.636928905542,10036.362515300028,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159825,2023-02-03,2023-03-31,-0.044296788482835,10036.362515300028,9591.783887822729,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,516970,2023-04-03,2023-04-17,0.10901639344262293,9591.783887822729,10637.445573954223,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515790,2023-04-18,2023-04-25,-0.09260642270351005,10637.445573954223,9652.349792647035,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515210,2023-04-26,2023-06-28,-0.0358255451713396,9652.349792647035,9306.549099140988,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515790,2023-06-29,2023-08-15,-0.10398050365556466,9306.549099140988,8338.849436517066,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512660,2023-08-16,2023-10-19,-0.064039408866995,8338.849436517066,7804.834447971639,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512950,2023-10-20,2023-12-15,-0.0193929173693084,7804.834447971639,7653.475938440994,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2023-12-18,2024-02-21,0.0321489001692048,7653.475938440994,7899.526772333344,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2024-02-22,2024-04-22,0.0,7899.526772333344,7899.526772333344,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515790,2024-04-23,2024-06-24,-0.0926640926640927,7899.526772333344,7167.524291499366,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159666,2024-06-25,2024-08-20,-0.0066592674805771,7167.524291499366,7119.793830068737,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2024-08-21,2024-09-13,-0.08576998050682272,7119.793830068737,6509.129252051145,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2024-09-18,2024-09-26,0.20474137931034497,6509.129252051145,7841.81735322541,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2024-09-27,2024-09-30,0.10081300813008132,7841.81735322541,8632.374549810736,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159825,2024-10-08,2024-10-09,-0.08855585831062662,8632.374549810736,7867.927212293437,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159825,2024-10-10,2024-12-05,0.002932551319648,7867.927212293437,7891.000312622743,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159755,2024-12-06,2025-01-02,-0.09482758620689646,7891.000312622743,7142.715800218863,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,516750,2025-01-03,2025-03-10,0.0528846153846154,7142.715800218863,7520.455578115053,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159611,2025-03-11,2025-05-12,0.0543478260869565,7520.455578115053,7929.175989969132,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159768,2025-05-13,2025-07-09,0.0018726591760298,7929.175989969132,7944.024634145104,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2025-07-10,2025-09-04,0.0584070796460176,7944.024634145104,8408.011913661543,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,516750,2025-09-05,2025-11-10,0.0487106017191978,8408.011913661543,8817.57123323818,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159992,2025-11-11,2026-01-08,-0.01010101010101,8817.57123323818,8728.504857144868,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515170,2026-01-09,2026-03-16,-0.03770197486535,8728.504857144868,8399.422986408706,original,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512660,2026-03-17,2026-03-23,-0.08502906976744184,8399.422986408706,7685.227863291106,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512950,2026-03-24,2026-05-13,0.10289172831203741,7685.227863291106,8475.974240616953,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159930,2026-05-14,2026-06-24,-0.0804529201430274,8475.974240616953,7794.057361902241,sl-0.08,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,159930,2026-06-25,2026-07-22,0.10620052770448551,7794.057361902241,8621.79036669529,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,512980,2026-07-24,2026-07-31,0.1440107671601616,8621.79036669529,9863.42101169717,tp0.1,C,tp0.1_sl-0.08_tr0.1_ts0.15
C,515210,2021-01-05,2021-02-22,0.1376811594202898,10000.0,11376.811594202898,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,512660,2021-02-23,2021-03-09,-0.1433418150975403,11376.811594202898,9746.038770267114,sl-0.12,C,tp0.1_sl-0.12_trNone_ts0.1
C,512950,2021-03-10,2021-05-11,0.0168439716312058,9746.038770267114,9910.200770830126,original,C,tp0.1_sl-0.12_trNone_ts0.1
C,512880,2021-05-12,2021-05-25,0.11584158415841594,9910.200770830126,11058.214127451043,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,512880,2021-05-26,2021-07-22,-0.0160142348754448,11058.214127451043,10881.12528911108,original,C,tp0.1_sl-0.12_trNone_ts0.1
C,512880,2021-07-23,2021-09-07,0.11971197119711974,10881.12528911108,12183.726246313397,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,512400,2021-09-08,2021-09-29,-0.14864010120177096,12183.726246313397,10372.7359440467,sl-0.12,C,tp0.1_sl-0.12_trNone_ts0.1
C,515210,2021-09-30,2021-11-02,-0.14475784992017027,10372.7359440467,8871.200990996833,sl-0.12,C,tp0.1_sl-0.12_trNone_ts0.1
C,512400,2021-11-03,2021-12-29,-0.0089485458612975,8871.200990996833,8791.81664208411,original,C,tp0.1_sl-0.12_trNone_ts0.1
C,159930,2021-12-30,2022-02-21,0.10631229235880402,8791.81664208411,9726.494823302355,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,159811,2022-02-22,2022-03-15,-0.14066726780883687,9726.494823302355,8358.295371151617,sl-0.12,C,tp0.1_sl-0.12_trNone_ts0.1
C,512400,2022-03-16,2022-04-25,-0.17391304347826098,8358.295371151617,6904.678784864378,sl-0.12,C,tp0.1_sl-0.12_trNone_ts0.1
C,512660,2022-04-26,2022-04-29,0.13805104408352675,6904.678784864378,7857.876900176282,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,512720,2022-05-05,2022-06-08,0.10135841170323934,7857.876900176282,8654.338822137724,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,512880,2022-06-09,2022-06-15,0.10086767895878501,8654.338822137724,9527.281892049663,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
C,512880,2022-06-16,2022-08-11,-0.0319917440660475,9527.281892049663,9222.487528114121,original,C,tp0.1_sl-0.12_trNone_ts0.1
C,512880,2022-08-12,2022-09-29,-0.12299465240641716,9222.487528114121,8088.170880271207,sl-0.12,C,tp0.1_sl-0.12_trNone_ts0.1
C,516970,2022-09-30,2022-11-25,0.10223953261927954,8088.170880271207,8915.101690815003,tp0.1,C,tp0.1_sl-0.12_trNone_ts0.1
