rule_id,scope,exec_mode,trade_id,year,line,symbol,name,signal_date,entry_date,original_exit_date,exit_date_new,exit_close_new,ret_original,ret_new,exit_reason,hold_bars,policy,selector_family,score_mode
base_original,all,original,11,2019,D,510880,红利ETF,2019-01-17,2019-01-18,2019-06-06,2019-06-06,2.675,0.044921875,0.044921875,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,12,2019,D,510880,红利ETF,2019-01-18,2019-01-21,2019-06-10,2019-06-10,2.699,0.0497860754570205,0.04978607545702052,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,13,2019,D,510880,红利ETF,2019-01-21,2019-01-22,2019-06-11,2019-06-11,2.759,0.0836606441476826,0.0836606441476826,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,14,2019,D,510880,红利ETF,2019-01-22,2019-01-23,2019-06-12,2019-06-12,2.741,0.0753236563358179,0.07532365633581795,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,15,2019,D,510880,红利ETF,2019-01-23,2019-01-24,2019-06-13,2019-06-13,2.732,0.0680218921032058,0.06802189210320586,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,16,2019,D,510880,红利ETF,2019-01-24,2019-01-25,2019-06-14,2019-06-14,2.708,0.0553390491036633,0.055339049103663385,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,17,2019,D,510880,红利ETF,2019-01-25,2019-01-28,2019-06-17,2019-06-17,2.716,0.0580444098169068,0.05804440981690684,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,18,2019,D,510880,红利ETF,2019-01-28,2019-01-29,2019-06-18,2019-06-18,2.719,0.0546935608999223,0.05469356089992239,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,19,2019,D,512660,军工ETF,2019-01-29,2019-01-30,2019-06-19,2019-06-19,0.713,0.1123244929797191,0.11232449297971914,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,20,2019,D,510880,红利ETF,2019-01-30,2019-01-31,2019-06-20,2019-06-20,2.786,0.0777562862669245,0.07775628626692455,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,21,2019,D,512400,有色金属ETF,2019-01-31,2019-02-01,2019-06-21,2019-06-21,0.675,0.1946902654867257,0.19469026548672574,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
base_original,all,original,22,2019,D,510880,红利ETF,2019-02-01,2019-02-11,2019-06-24,2019-06-24,2.794,0.0655987795575896,0.06559877955758964,original,90,priority_DCS_raw_noskip,conservative_tp,stable_profit
